,area,top10,top10_scores
33,civilian government ngos,nathan kathir,0.1117041503877186
33,civilian government ngos,christine alonzo yee,0.095906440948193
33,civilian government ngos,riki morikawa,0.0956986621154726
33,civilian government ngos,myeong lee,0.0916111916817988
33,civilian government ngos,alexander levis,0.0838053106071649
33,civilian government ngos,john mclaughlin,0.0786560404759271
33,civilian government ngos,mohamed gebril,0.0716778865720363
33,civilian government ngos,michael hieb,0.0702258695772019
33,civilian government ngos,duoduo liao,0.0688428390821514
34,education,gheorghe tecuci,0.2526209262835449
34,education,mihai boicu,0.224182346495718
34,education,aditya johri,0.1852209251576783
34,education,bo liu,0.1825255188514278
34,education,rochelle jones,0.1765157793672494
34,education,sharon adamus,0.1679234773433136
34,education,michael eagle,0.1567447342459461
34,education,khondkar islam,0.1556013071388307
34,education,elizabeth white,0.153964295828012
34,education,ioulia rytikova,0.1507472130866593
35,energy,ebrima ceesay,0.1413901961174735
35,energy,lucas henneman,0.132265094194339
35,energy,liling huang,0.0953837346447223
35,energy,tolga soyata,0.094158361539382
35,energy,deborah goodings,0.0890227311966964
35,energy,hakan aydin,0.0888966789339422
35,energy,ivan avramovic,0.0765514972543768
35,energy,george hazelrigg,0.0760533581351231
35,energy,zelalem eshete,0.0714741689891863
35,energy,jianli pan,0.0696056733229789
36,finance,sam salem,0.1169147755769194
36,finance,duminda wijesekera,0.1066891721382966
36,finance,michael hieb,0.0976405101187322
36,finance,elise miller hooks,0.0972150345586035
36,finance,aditya johri,0.0943909737618119
36,finance,mahdi hashemi,0.0920258282980456
36,finance,vadim sokolov,0.0888775056163725
36,finance,myeong lee,0.0877462708038668
36,finance,tolga soyata,0.0873436996947092
36,finance,george hazelrigg,0.0873203329619449
37,humanities,ningshi yao,0.1743346514750834
37,humanities,rochelle jones,0.1474637654821601
37,humanities,jan allbeck,0.1358519850647478
37,humanities,gheorghe tecuci,0.1309435528529142
37,humanities,scott lewis,0.1211253957778773
37,humanities,lucas henneman,0.1185255719483448
37,humanities,ray hong,0.1112899616855093
37,humanities,aditya johri,0.1090304403342234
37,humanities,mihai boicu,0.1012182951714523
37,humanities,myeong lee,0.1001672575353661
38,manufacturing,janis terpenny,0.1227762856485302
38,manufacturing,tamara maddox,0.0997509336107633
38,manufacturing,viviana maggioni,0.0766325030609269
38,manufacturing,jan allbeck,0.0739265219080253
38,manufacturing,filipe veiga,0.0690065559342354
38,manufacturing,martha bushong,0.0685388660679887
38,manufacturing,colleen berg,0.0671156055214024
38,manufacturing,sherif hashem,0.0599009492511946
38,manufacturing,yotam gingold,0.0592786260819352
38,manufacturing,duoduo liao,0.0562099427319342
39,national security,tokunbo fadahunsi,0.1089288868662355
39,national security,mohamed gebril,0.091989815247042
39,national security,paul ammann,0.0850322836167825
39,national security,foteini baldimtsi,0.0849518732802721
39,national security,md tanvir arafin,0.0831399684742722
39,national security,xiaonan guo,0.0801484087117539
39,national security,andrzej manitius,0.0783188380753497
39,national security,qiliang li,0.0782999178755629
39,national security,joy hughes,0.0743894419815896
39,national security,massimiliano albanese,0.0730171094885568
40,sports,ali beheshti,0.0541557285412248
40,sports,zhisheng yan,0.0495096174537039
40,sports,myeong lee,0.0476329594164322
40,sports,jeffrey moran,0.0457492790609397
40,sports,hadi el amine,0.0445679410547875
40,sports,eugene kim,0.043534303581345
40,sports,thomas latoza,0.0433177573164775
40,sports,william rosenberger,0.0431519088816908
40,sports,irina hashmi,0.0424749988542846
40,sports,aditya johri,0.0418621585523007
41,transportation,ebrima ceesay,0.1443034086015553
41,transportation,sharon adamus,0.1261312447773782
41,transportation,thanhvu nguyen,0.1017174750611735
41,transportation,deborah goodings,0.0915452714550947
41,transportation,lance sherry,0.0913344457323806
41,transportation,elise miller hooks,0.0854415297398117
41,transportation,charles white,0.082572282384477
41,transportation,mohan venigalla,0.0816944842454511
41,transportation,gurdip singh,0.0775275332202219
41,transportation,lucas henneman,0.0752817651507476
